id,feat,price,choice,brand,income
631,No,8.6000004,No,Dannon,99
631,No,5.4000001,No,Hiland,99
631,No,7.9000006,No,Weight,99
631,No,10.8,Yes,Yoplait,99
632,No,8.6000004,No,Dannon,30.25
632,No,5.4000001,No,Hiland,30.25
632,No,7.9000006,No,Weight,30.25
632,No,4.1999998,Yes,Yoplait,30.25
633,No,8.6000004,No,Dannon,34.5
633,No,5.4000001,Yes,Hiland,34.5
633,No,7.9000006,No,Weight,34.5
633,No,5.6000004,No,Yoplait,34.5
634,No,8.6000004,No,Dannon,30
634,No,5.4000001,Yes,Hiland,30
634,No,7.9000006,No,Weight,30
634,No,5.6000004,No,Yoplait,30
635,No,8.6000004,No,Dannon,33.75
635,No,5.4000001,Yes,Hiland,33.75
635,No,7.9000006,No,Weight,33.75
635,No,5.6000004,No,Yoplait,33.75
636,No,8.6000004,No,Dannon,26.75
636,No,5.4000001,No,Hiland,26.75
636,No,7.9000006,No,Weight,26.75
636,No,5.5,Yes,Yoplait,26.75
637,No,8.6000004,No,Dannon,25
637,No,5.4000001,Yes,Hiland,25
637,No,7.9000006,No,Weight,25
637,No,8.2999992,No,Yoplait,25
638,No,8.6000004,No,Dannon,44
638,No,5.4000001,Yes,Hiland,44
638,No,7.9000006,No,Weight,44
638,No,8.2999992,No,Yoplait,44
639,No,8.6000004,No,Dannon,75.75
639,No,5.4000001,No,Hiland,75.75
639,No,7.9000006,No,Weight,75.75
639,Yes,8.2999992,Yes,Yoplait,75.75
640,No,8.6000004,No,Dannon,64
640,No,5.4000001,No,Hiland,64
640,No,7.9000006,No,Weight,64
640,Yes,8.2999992,Yes,Yoplait,64
641,No,8.6000004,No,Dannon,28.25
641,Yes,2.5,Yes,Hiland,28.25
641,No,7.9000006,No,Weight,28.25
641,No,13.2,No,Yoplait,28.25
642,No,8.6000004,No,Dannon,24.25
642,Yes,2.5,Yes,Hiland,24.25
642,No,7.9000006,No,Weight,24.25
642,No,13.2,No,Yoplait,24.25
643,No,8.6000004,No,Dannon,30
643,Yes,2.5,Yes,Hiland,30
643,No,7.9000006,No,Weight,30
643,No,13.2,No,Yoplait,30
644,No,8.6000004,No,Dannon,69
644,No,5.4000001,No,Hiland,69
644,No,7.9000006,No,Weight,69
644,Yes,8.2999992,Yes,Yoplait,69
645,No,8.6000004,No,Dannon,61
645,No,5.4000001,No,Hiland,61
645,No,7.9000006,No,Weight,61
645,Yes,8.2999992,Yes,Yoplait,61
646,No,8.6000004,No,Dannon,86
646,No,5.4000001,No,Hiland,86
646,No,7.9000006,No,Weight,86
646,Yes,8.2999992,Yes,Yoplait,86
647,No,6.3000002,Yes,Dannon,84.25
647,No,6.0999999,No,Hiland,84.25
647,No,6.3000002,No,Weight,84.25
647,No,5.5,No,Yoplait,84.25
648,No,6.3000002,Yes,Dannon,77.25
648,No,6.0999999,No,Hiland,77.25
648,No,6.3000002,No,Weight,77.25
648,No,5.5,No,Yoplait,77.25
649,Yes,6.0999999,Yes,Dannon,36.25
649,No,4.9000001,No,Hiland,36.25
649,No,7.9000006,No,Weight,36.25
649,No,10.3,No,Yoplait,36.25
650,No,8.6000004,Yes,Dannon,63.75
650,No,5.4000001,No,Hiland,63.75
650,No,7.9000006,No,Weight,63.75
650,Yes,11.5,No,Yoplait,63.75
651,No,8.6000004,No,Dannon,27.75
651,No,5.4000001,No,Hiland,27.75
651,No,7.9000006,No,Weight,27.75
651,Yes,0.80000001,Yes,Yoplait,27.75
652,No,8.6000004,No,Dannon,28.25
652,No,5.4000001,No,Hiland,28.25
652,No,7.9000006,No,Weight,28.25
652,No,5.5,Yes,Yoplait,28.25
653,No,8.6000004,Yes,Dannon,55.75
653,No,5.4000001,No,Hiland,55.75
653,No,7.9000006,No,Weight,55.75
653,No,9,No,Yoplait,55.75
654,No,8.6000004,No,Dannon,58
654,No,5.4000001,No,Hiland,58
654,No,7.9000006,No,Weight,58
654,No,8.2999992,Yes,Yoplait,58
655,No,6.0999999,Yes,Dannon,35.5
655,No,5,No,Hiland,35.5
655,No,7.9000006,No,Weight,35.5
655,No,10.8,No,Yoplait,35.5
656,No,6.0999999,Yes,Dannon,31.5
656,No,5,No,Hiland,31.5
656,No,7.9000006,No,Weight,31.5
656,No,10.8,No,Yoplait,31.5
657,Yes,4.9000001,Yes,Dannon,40
657,No,5,No,Hiland,40
657,No,7.9000006,No,Weight,40
657,No,10.8,No,Yoplait,40
658,No,4.9000001,Yes,Dannon,31.5
658,No,5,No,Hiland,31.5
658,No,7.9000006,No,Weight,31.5
658,No,10.8,No,Yoplait,31.5
659,No,6.0999999,Yes,Dannon,50.25
659,No,5,No,Hiland,50.25
659,No,7.9000006,No,Weight,50.25
659,No,10.8,No,Yoplait,50.25
660,No,8.1000004,Yes,Dannon,72.25
660,No,6.5999999,No,Hiland,72.25
660,No,7.9000006,No,Weight,72.25
660,No,10.3,No,Yoplait,72.25
661,No,8.1000004,Yes,Dannon,40.25
661,No,6.5999999,No,Hiland,40.25
661,No,7.9000006,No,Weight,40.25
661,No,10.3,No,Yoplait,40.25
662,No,8.1000004,Yes,Dannon,53
662,No,6.5999999,No,Hiland,53
662,No,7.9000006,No,Weight,53
662,No,10.3,No,Yoplait,53
663,Yes,4.9000001,Yes,Dannon,36.25
663,No,5,No,Hiland,36.25
663,No,3.2000003,No,Weight,36.25
663,No,10.8,No,Yoplait,36.25
664,No,6.0999999,Yes,Dannon,35.75
664,No,5,No,Hiland,35.75
664,No,7.9000006,No,Weight,35.75
664,No,10.8,No,Yoplait,35.75
665,No,8.1000004,Yes,Dannon,76.25
665,No,6.5999999,No,Hiland,76.25
665,No,7.9000006,No,Weight,76.25
665,No,10.3,No,Yoplait,76.25
666,No,8.1000004,Yes,Dannon,69.25
666,No,4.9000001,No,Hiland,69.25
666,No,7.9000006,No,Weight,69.25
666,No,10.3,No,Yoplait,69.25
667,No,8.1000004,Yes,Dannon,59.5
667,No,4.9000001,No,Hiland,59.5
667,No,7.9000006,No,Weight,59.5
667,No,10.3,No,Yoplait,59.5
668,No,8.1000004,Yes,Dannon,74
668,No,5,No,Hiland,74
668,No,7.9000006,No,Weight,74
668,No,10.8,No,Yoplait,74
669,No,8.1000004,Yes,Dannon,43
669,No,4.9000001,No,Hiland,43
669,No,7.9000006,No,Weight,43
669,No,10.3,No,Yoplait,43
670,No,8.1000004,Yes,Dannon,68
670,No,4.9000001,No,Hiland,68
670,No,7.9000006,No,Weight,68
670,No,10.3,No,Yoplait,68
671,No,8.1000004,Yes,Dannon,43
671,No,4.9000001,No,Hiland,43
671,No,7.9000006,No,Weight,43
671,No,10.3,No,Yoplait,43
672,No,8.1000004,Yes,Dannon,74
672,No,5,No,Hiland,74
672,No,7.9000006,No,Weight,74
672,No,10.8,No,Yoplait,74
673,Yes,9.8999996,Yes,Dannon,82
673,No,5,No,Hiland,82
673,No,7.9000006,No,Weight,82
673,No,10.8,No,Yoplait,82
674,No,8.1000004,Yes,Dannon,51
674,No,4.9000001,No,Hiland,51
674,No,7.9000006,No,Weight,51
674,No,10.3,No,Yoplait,51
675,No,8.1000004,Yes,Dannon,67
675,No,4.9000001,No,Hiland,67
675,No,7.9000006,No,Weight,67
675,No,10.3,No,Yoplait,67
676,No,8.1000004,Yes,Dannon,43.25
676,No,4.9000001,No,Hiland,43.25
676,No,7.9000006,No,Weight,43.25
676,No,10.3,No,Yoplait,43.25
677,No,8.1000004,Yes,Dannon,36
677,No,4.9000001,No,Hiland,36
677,No,7.9000006,No,Weight,36
677,No,11.5,No,Yoplait,36
678,No,8.1000004,Yes,Dannon,47.75
678,No,4.9000001,No,Hiland,47.75
678,No,7.9000006,No,Weight,47.75
678,No,11.5,No,Yoplait,47.75
679,No,8.1000004,Yes,Dannon,60
679,No,4.9000001,No,Hiland,60
679,No,7.9000006,No,Weight,60
679,No,11.5,No,Yoplait,60
680,No,8.1000004,Yes,Dannon,47
680,No,4.9000001,No,Hiland,47
680,No,7.9000006,No,Weight,47
680,No,11.5,No,Yoplait,47
681,No,8.1000004,Yes,Dannon,46.75
681,No,4.9000001,No,Hiland,46.75
681,No,7.9000006,No,Weight,46.75
681,No,11.5,No,Yoplait,46.75
682,No,6.0999999,Yes,Dannon,28.25
682,No,4.9000001,No,Hiland,28.25
682,No,7.9000006,No,Weight,28.25
682,No,10.8,No,Yoplait,28.25
683,No,6.0999999,Yes,Dannon,37.75
683,No,4.9000001,No,Hiland,37.75
683,No,7.9000006,No,Weight,37.75
683,No,10.8,No,Yoplait,37.75
684,No,8.6000004,Yes,Dannon,34.75
684,No,5.4000001,No,Hiland,34.75
684,No,7.9000006,No,Weight,34.75
684,No,12.2,No,Yoplait,34.75
685,Yes,8.1000004,Yes,Dannon,53.75
685,No,6.5999999,No,Hiland,53.75
685,No,7.9000006,No,Weight,53.75
685,No,11.7,No,Yoplait,53.75
686,No,8.1000004,Yes,Dannon,45.25
686,No,5,No,Hiland,45.25
686,No,7.9000006,No,Weight,45.25
686,No,10.8,No,Yoplait,45.25
687,No,8.1000004,Yes,Dannon,61.75
687,No,6.5999999,No,Hiland,61.75
687,No,7.9000006,No,Weight,61.75
687,No,11,No,Yoplait,61.75
688,No,8.1000004,Yes,Dannon,40.5
688,No,6.5999999,No,Hiland,40.5
688,No,7.9000006,No,Weight,40.5
688,No,11,No,Yoplait,40.5
689,No,8.1000004,Yes,Dannon,45.25
689,No,6.5999999,No,Hiland,45.25
689,No,7.9000006,No,Weight,45.25
689,No,11.2,No,Yoplait,45.25
690,No,8.1000004,Yes,Dannon,36.25
690,No,6.5999999,No,Hiland,36.25
690,No,7.9000006,No,Weight,36.25
690,No,11.2,No,Yoplait,36.25
691,No,8.6000004,Yes,Dannon,70.25
691,No,6.5999999,No,Hiland,70.25
691,No,8.6000004,No,Weight,70.25
691,No,11.5,No,Yoplait,70.25
692,No,8.6000004,Yes,Dannon,61
692,No,6.5999999,No,Hiland,61
692,No,8.6000004,No,Weight,61
692,No,11.5,No,Yoplait,61
693,No,8.6000004,Yes,Dannon,43.5
693,No,5.9000001,No,Hiland,43.5
693,No,8.6000004,No,Weight,43.5
693,No,11.5,No,Yoplait,43.5
694,No,8.6000004,Yes,Dannon,76.5
694,No,5.4000001,No,Hiland,76.5
694,No,7.9000006,No,Weight,76.5
694,No,11.5,No,Yoplait,76.5
695,No,8.6000004,Yes,Dannon,72.25
695,No,2.5,No,Hiland,72.25
695,No,7.9000006,No,Weight,72.25
695,No,11.5,No,Yoplait,72.25
696,No,8.6000004,Yes,Dannon,55.25
696,No,2.5,No,Hiland,55.25
696,No,7.9000006,No,Weight,55.25
696,No,11.5,No,Yoplait,55.25
697,No,8.6000004,Yes,Dannon,44.75
697,No,5.4000001,No,Hiland,44.75
697,No,7.9000006,No,Weight,44.75
697,No,11.2,No,Yoplait,44.75
698,No,7.4000001,Yes,Dannon,33.75
698,No,6.0999999,No,Hiland,33.75
698,No,8.1000004,No,Weight,33.75
698,No,10.3,No,Yoplait,33.75
699,No,8.1000004,Yes,Dannon,44.5
699,No,6.5999999,No,Hiland,44.5
699,No,7.9000006,No,Weight,44.5
699,No,10.3,No,Yoplait,44.5
700,No,8.1000004,Yes,Dannon,41.75
700,No,6.5999999,No,Hiland,41.75
700,No,7.9000006,No,Weight,41.75
700,No,10.3,No,Yoplait,41.75
701,No,8.1000004,Yes,Dannon,64.25
701,No,6.5999999,No,Hiland,64.25
701,No,7.9000006,No,Weight,64.25
701,No,10.3,No,Yoplait,64.25
702,No,8.1000004,Yes,Dannon,74.5
702,No,4.9000001,No,Hiland,74.5
702,No,7.9000006,No,Weight,74.5
702,No,10.3,No,Yoplait,74.5
703,No,8.1000004,No,Dannon,58.75
703,No,4.9000001,No,Hiland,58.75
703,No,7.9000006,Yes,Weight,58.75
703,No,10.3,No,Yoplait,58.75
704,No,8.1000004,No,Dannon,64.75
704,No,5,No,Hiland,64.75
704,No,7.9000006,Yes,Weight,64.75
704,No,10.8,No,Yoplait,64.75
705,No,8.1000004,No,Dannon,27.25
705,No,6.0999999,Yes,Hiland,27.25
705,No,8.1000004,No,Weight,27.25
705,No,11,No,Yoplait,27.25
706,No,8.1000004,No,Dannon,56.5
706,No,4.9000001,No,Hiland,56.5
706,No,7.9000006,Yes,Weight,56.5
706,No,10.9,No,Yoplait,56.5
707,No,8.1000004,No,Dannon,46.25
707,No,4.9000001,No,Hiland,46.25
707,No,7.9000006,Yes,Weight,46.25
707,No,10.9,No,Yoplait,46.25
708,No,8.6000004,No,Dannon,93
708,No,5.4000001,No,Hiland,93
708,No,7.9000006,No,Weight,93
708,Yes,8.2999992,Yes,Yoplait,93
709,No,8.6000004,No,Dannon,66
709,No,2.5,No,Hiland,66
709,No,7.9000006,No,Weight,66
709,No,10.8,Yes,Yoplait,66
710,No,8.6000004,No,Dannon,68.25
710,No,5.4000001,No,Hiland,68.25
710,No,7.9000006,Yes,Weight,68.25
710,Yes,10.8,No,Yoplait,68.25
711,No,8.6000004,No,Dannon,100.5
711,No,5,No,Hiland,100.5
711,No,8.6000004,No,Weight,100.5
711,No,12.2,Yes,Yoplait,100.5
712,No,8.6000004,No,Dannon,88
712,No,5,No,Hiland,88
712,No,8.6000004,No,Weight,88
712,No,12.2,Yes,Yoplait,88
713,No,8.6000004,No,Dannon,66.75
713,No,5,No,Hiland,66.75
713,No,8.6000004,No,Weight,66.75
713,No,12.2,Yes,Yoplait,66.75
714,No,8.6000004,No,Dannon,88.75
714,No,5,No,Hiland,88.75
714,No,8.6000004,No,Weight,88.75
714,No,12.2,Yes,Yoplait,88.75
715,No,8.6000004,No,Dannon,113.75
715,No,5,No,Hiland,113.75
715,No,8.6000004,No,Weight,113.75
715,No,12.2,Yes,Yoplait,113.75
716,No,8.6000004,No,Dannon,52.5
716,No,5,No,Hiland,52.5
716,No,8.6000004,No,Weight,52.5
716,No,12.2,Yes,Yoplait,52.5
717,No,8.6000004,No,Dannon,26
717,No,5,No,Hiland,26
717,No,8.6000004,No,Weight,26
717,No,5.5,Yes,Yoplait,26
718,No,8.6000004,No,Dannon,40.5
718,No,5,No,Hiland,40.5
718,No,8.6000004,No,Weight,40.5
718,No,5.5,Yes,Yoplait,40.5
719,No,8.6000004,No,Dannon,36
719,No,5,No,Hiland,36
719,No,8.6000004,No,Weight,36
719,No,5.5,Yes,Yoplait,36
720,No,8.6000004,No,Dannon,51.25
720,No,5,No,Hiland,51.25
720,No,8.6000004,No,Weight,51.25
720,No,5.5,Yes,Yoplait,51.25
721,No,8.6000004,No,Dannon,100.75
721,No,5,No,Hiland,100.75
721,No,7.5999999,No,Weight,100.75
721,Yes,9.1999998,Yes,Yoplait,100.75
722,No,8.6000004,No,Dannon,84.25
722,No,5,No,Hiland,84.25
722,No,8.6000004,No,Weight,84.25
722,No,12.2,Yes,Yoplait,84.25
723,Yes,6.3000002,No,Dannon,83.25
723,No,5.4000001,No,Hiland,83.25
723,No,8.6000004,No,Weight,83.25
723,No,12.2,Yes,Yoplait,83.25
724,Yes,6.3000002,No,Dannon,95
724,No,5.4000001,No,Hiland,95
724,No,8.6000004,No,Weight,95
724,No,12.2,Yes,Yoplait,95
725,No,8.6000004,No,Dannon,74.75
725,No,6.0999999,No,Hiland,74.75
725,No,6.3000002,No,Weight,74.75
725,No,8.2999992,Yes,Yoplait,74.75
726,No,8.6000004,No,Dannon,71.25
726,No,6.0999999,No,Hiland,71.25
726,No,6.3000002,No,Weight,71.25
726,No,8.2999992,Yes,Yoplait,71.25
727,No,8.6000004,No,Dannon,115.25
727,No,5,No,Hiland,115.25
727,No,8.6000004,No,Weight,115.25
727,No,12.2,Yes,Yoplait,115.25
728,Yes,6.3000002,No,Dannon,67
728,No,6.0999999,No,Hiland,67
728,No,7.9000006,No,Weight,67
728,No,11.5,Yes,Yoplait,67
729,Yes,6.3000002,No,Dannon,95.75
729,No,6.0999999,No,Hiland,95.75
729,No,7.9000006,No,Weight,95.75
729,No,11.5,Yes,Yoplait,95.75
730,No,6.3000002,No,Dannon,64.75
730,Yes,6.0999999,No,Hiland,64.75
730,No,4.4000001,No,Weight,64.75
730,No,11.5,Yes,Yoplait,64.75
731,No,6.3000002,No,Dannon,87.5
731,Yes,6.0999999,No,Hiland,87.5
731,No,4.4000001,No,Weight,87.5
731,No,11.5,Yes,Yoplait,87.5
732,No,6.3000002,No,Dannon,57.75
732,Yes,6.0999999,No,Hiland,57.75
732,No,4.4000001,No,Weight,57.75
732,No,11.5,Yes,Yoplait,57.75
733,No,8.6000004,No,Dannon,89.25
733,No,5,No,Hiland,89.25
733,No,8.6000004,No,Weight,89.25
733,No,12.2,Yes,Yoplait,89.25
734,No,8.6000004,No,Dannon,81.75
734,No,5,No,Hiland,81.75
734,No,8.6000004,No,Weight,81.75
734,No,12.2,Yes,Yoplait,81.75
735,No,8.6000004,No,Dannon,104.5
735,No,5.5,No,Hiland,104.5
735,No,7.9000006,No,Weight,104.5
735,No,11.5,Yes,Yoplait,104.5
736,No,8.6000004,No,Dannon,82
736,No,4.5999999,No,Hiland,82
736,No,7.9000006,No,Weight,82
736,No,11.5,Yes,Yoplait,82
737,No,8.6000004,No,Dannon,41.75
737,No,4.5999999,No,Hiland,41.75
737,No,7.9000006,No,Weight,41.75
737,No,11.5,Yes,Yoplait,41.75
738,No,8.6000004,No,Dannon,94.5
738,No,5,No,Hiland,94.5
738,No,8.6000004,No,Weight,94.5
738,No,12.2,Yes,Yoplait,94.5
739,No,8.6000004,No,Dannon,57.25
739,No,5,No,Hiland,57.25
739,No,8.6000004,No,Weight,57.25
739,No,12.2,Yes,Yoplait,57.25
740,No,8.6000004,No,Dannon,95.75
740,No,5,No,Hiland,95.75
740,No,8.6000004,No,Weight,95.75
740,No,12.2,Yes,Yoplait,95.75
741,No,8.6000004,No,Dannon,73.75
741,No,5,No,Hiland,73.75
741,No,8.6000004,No,Weight,73.75
741,No,12.2,Yes,Yoplait,73.75
742,No,8.6000004,No,Dannon,88
742,No,5,No,Hiland,88
742,No,8.6000004,No,Weight,88
742,No,10.8,Yes,Yoplait,88
743,No,8.6000004,No,Dannon,61
743,No,5.4000001,No,Hiland,61
743,No,7.9000006,No,Weight,61
743,Yes,11.5,Yes,Yoplait,61
744,No,8.6000004,Yes,Dannon,50.75
744,No,5.4000001,No,Hiland,50.75
744,No,7.9000006,No,Weight,50.75
744,No,11.5,No,Yoplait,50.75
745,No,8.6000004,No,Dannon,76
745,No,5.4000001,No,Hiland,76
745,No,7.9000006,No,Weight,76
745,No,11.5,Yes,Yoplait,76
746,No,8.6000004,No,Dannon,82
746,No,5.4000001,No,Hiland,82
746,No,7.9000006,No,Weight,82
746,No,10.8,Yes,Yoplait,82
747,No,8.6000004,Yes,Dannon,101.75
747,No,5.4000001,No,Hiland,101.75
747,No,7.9000006,No,Weight,101.75
747,No,10.8,No,Yoplait,101.75
748,No,8.6000004,No,Dannon,60.25
748,No,5.4000001,No,Hiland,60.25
748,No,7.9000006,No,Weight,60.25
748,No,10.8,Yes,Yoplait,60.25
749,No,8.6000004,No,Dannon,90.5
749,No,5.4000001,No,Hiland,90.5
749,No,7.9000006,No,Weight,90.5
749,No,10.8,Yes,Yoplait,90.5
750,No,8.6000004,No,Dannon,60
750,No,5.4000001,No,Hiland,60
750,No,7.9000006,No,Weight,60
750,No,10.8,Yes,Yoplait,60
751,No,8.6000004,No,Dannon,64.25
751,No,5.4000001,No,Hiland,64.25
751,No,7.9000006,No,Weight,64.25
751,No,10.8,Yes,Yoplait,64.25
752,No,8.6000004,No,Dannon,86
752,No,5.4000001,No,Hiland,86
752,No,7.9000006,No,Weight,86
752,No,10.8,Yes,Yoplait,86
753,No,7.4000001,Yes,Dannon,34
753,No,6.4000001,No,Hiland,34
753,No,8.1999998,No,Weight,34
753,No,13.3,No,Yoplait,34
754,No,7.4000001,Yes,Dannon,27.25
754,No,6.0999999,No,Hiland,27.25
754,No,8.1000004,No,Weight,27.25
754,No,12.800001,No,Yoplait,27.25
755,No,7.4000001,Yes,Dannon,44.25
755,No,6.1999998,No,Hiland,44.25
755,No,8,No,Weight,44.25
755,No,10.7,No,Yoplait,44.25
756,Yes,4.9000001,Yes,Dannon,39.75
756,No,5,No,Hiland,39.75
756,No,7.9000006,No,Weight,39.75
756,No,10.8,No,Yoplait,39.75
757,No,8.1000004,Yes,Dannon,63.75
757,No,6.5999999,No,Hiland,63.75
757,No,7.9000006,No,Weight,63.75
757,No,10.8,No,Yoplait,63.75
758,No,8.1000004,Yes,Dannon,43.75
758,No,6.5999999,No,Hiland,43.75
758,No,7.9000006,No,Weight,43.75
758,No,10.8,No,Yoplait,43.75
759,Yes,8.1000004,Yes,Dannon,40.5
759,No,8.6000004,No,Hiland,40.5
759,No,7.9000006,No,Weight,40.5
759,No,11.3,No,Yoplait,40.5
760,No,8.1000004,Yes,Dannon,67.25
760,No,6.5999999,No,Hiland,67.25
760,No,7.9000006,No,Weight,67.25
760,No,10.8,No,Yoplait,67.25
761,Yes,8.1000004,Yes,Dannon,54.75
761,No,8.6000004,No,Hiland,54.75
761,No,7.9000006,No,Weight,54.75
761,No,11.3,No,Yoplait,54.75
762,No,8.1000004,Yes,Dannon,66
762,No,6.5999999,No,Hiland,66
762,No,7.9000006,No,Weight,66
762,No,10.8,No,Yoplait,66
763,No,8.1000004,Yes,Dannon,70.25
763,No,6.5999999,No,Hiland,70.25
763,No,7.9000006,No,Weight,70.25
763,No,10.8,No,Yoplait,70.25
764,No,8.1000004,Yes,Dannon,80.5
764,No,6.5999999,No,Hiland,80.5
764,No,7.9000006,No,Weight,80.5
764,No,10.8,No,Yoplait,80.5
765,No,8.1000004,Yes,Dannon,71
765,No,6.0999999,No,Hiland,71
765,No,7.9000006,No,Weight,71
765,No,10.8,No,Yoplait,71
766,No,8.1000004,Yes,Dannon,63.5
766,No,6.4000001,No,Hiland,63.5
766,No,7.5000005,No,Weight,63.5
766,No,10.8,No,Yoplait,63.5
767,No,8.1000004,Yes,Dannon,75.25
767,No,6.5,No,Hiland,75.25
767,No,8,No,Weight,75.25
767,No,10.7,No,Yoplait,75.25
768,No,8.1000004,Yes,Dannon,51
768,No,6.0999999,No,Hiland,51
768,No,7.9000006,No,Weight,51
768,No,10.8,No,Yoplait,51
769,No,8.1000004,Yes,Dannon,50.5
769,No,6.0999999,No,Hiland,50.5
769,No,7.9000006,No,Weight,50.5
769,No,10.8,No,Yoplait,50.5
770,No,8.1000004,Yes,Dannon,72.75
770,No,6.0999999,No,Hiland,72.75
770,No,7.9000006,No,Weight,72.75
770,No,10.8,No,Yoplait,72.75
771,No,8.1000004,Yes,Dannon,57.5
771,No,6.5999999,No,Hiland,57.5
771,No,7.9000006,No,Weight,57.5
771,No,10.8,No,Yoplait,57.5
772,No,8.1000004,Yes,Dannon,47.25
772,No,6.0999999,No,Hiland,47.25
772,No,7.9000006,No,Weight,47.25
772,No,10.8,No,Yoplait,47.25
773,No,8.1000004,Yes,Dannon,58.75
773,No,6.0999999,No,Hiland,58.75
773,No,7.9000006,No,Weight,58.75
773,No,10.8,No,Yoplait,58.75
774,No,8.1000004,Yes,Dannon,50.75
774,No,6.5999999,No,Hiland,50.75
774,No,7.9000006,No,Weight,50.75
774,No,10.8,No,Yoplait,50.75
775,No,8.1000004,Yes,Dannon,61.5
775,No,6.0999999,No,Hiland,61.5
775,Yes,7.5000005,No,Weight,61.5
775,No,10.8,No,Yoplait,61.5
776,No,8.1000004,Yes,Dannon,63.75
776,No,6.0999999,No,Hiland,63.75
776,Yes,7.5000005,No,Weight,63.75
776,No,10.8,No,Yoplait,63.75
777,No,8.1000004,Yes,Dannon,69.75
777,No,6.0999999,No,Hiland,69.75
777,Yes,7.4000001,No,Weight,69.75
777,No,10.8,No,Yoplait,69.75
778,No,8.1000004,Yes,Dannon,73.5
778,No,6.0999999,No,Hiland,73.5
778,No,8.5,No,Weight,73.5
778,No,10.8,No,Yoplait,73.5
779,No,8.1000004,Yes,Dannon,68
779,No,6.0999999,No,Hiland,68
779,No,8.5,No,Weight,68
779,No,10.8,No,Yoplait,68
780,No,8.1000004,Yes,Dannon,62.25
780,No,6.0999999,No,Hiland,62.25
780,No,8.5,No,Weight,62.25
780,No,10.8,No,Yoplait,62.25
781,No,8.1000004,Yes,Dannon,53.25
781,Yes,4.1999998,No,Hiland,53.25
781,No,7.9000006,No,Weight,53.25
781,No,11,No,Yoplait,53.25
782,No,8.1000004,Yes,Dannon,66
782,No,6.0999999,No,Hiland,66
782,No,8.6000004,No,Weight,66
782,No,10.8,No,Yoplait,66
783,No,8.1000004,Yes,Dannon,49.5
783,No,6.0999999,No,Hiland,49.5
783,No,8.6000004,No,Weight,49.5
783,No,10.8,No,Yoplait,49.5
784,No,8.1000004,Yes,Dannon,50
784,No,6.0999999,No,Hiland,50
784,No,8.6000004,No,Weight,50
784,No,11.5,No,Yoplait,50
785,No,6.8999996,Yes,Dannon,25.25
785,No,6.0999999,No,Hiland,25.25
785,No,8.6000004,No,Weight,25.25
785,No,10.8,No,Yoplait,25.25
786,No,6.8999996,Yes,Dannon,26.25
786,No,6.0999999,No,Hiland,26.25
786,No,8.6000004,No,Weight,26.25
786,No,10.8,No,Yoplait,26.25
787,No,6.8999996,Yes,Dannon,41.25
787,No,6.0999999,No,Hiland,41.25
787,No,8.6000004,No,Weight,41.25
787,No,10.8,No,Yoplait,41.25
788,No,4.0999999,Yes,Dannon,19.5
788,No,6.5999999,No,Hiland,19.5
788,No,8.6000004,No,Weight,19.5
788,No,11.5,No,Yoplait,19.5
789,No,8.1000004,Yes,Dannon,45.5
789,No,6.5999999,No,Hiland,45.5
789,No,8.6000004,No,Weight,45.5
789,No,10.8,No,Yoplait,45.5
790,No,4.0999999,Yes,Dannon,28.5
790,No,6.5999999,No,Hiland,28.5
790,No,8.6000004,No,Weight,28.5
790,No,10.8,No,Yoplait,28.5
791,No,8.1000004,Yes,Dannon,50.75
791,No,6.0999999,No,Hiland,50.75
791,No,7.9000006,No,Weight,50.75
791,No,10.3,No,Yoplait,50.75
792,No,8.1000004,Yes,Dannon,47
792,No,6.0999999,No,Hiland,47
792,No,8.6000004,No,Weight,47
792,No,10.8,No,Yoplait,47
793,No,8.1000004,Yes,Dannon,78.75
793,No,6.0999999,No,Hiland,78.75
793,No,8.6000004,No,Weight,78.75
793,No,10.8,No,Yoplait,78.75
794,No,8.1000004,Yes,Dannon,68.5
794,No,6.0999999,No,Hiland,68.5
794,No,8.6000004,No,Weight,68.5
794,No,10.8,No,Yoplait,68.5
795,No,8.1000004,Yes,Dannon,66
795,No,6.0999999,No,Hiland,66
795,No,8.6000004,No,Weight,66
795,No,11.5,No,Yoplait,66
796,No,8.1000004,Yes,Dannon,48.5
796,No,6.0999999,No,Hiland,48.5
796,No,8.6000004,No,Weight,48.5
796,No,11.5,No,Yoplait,48.5
797,No,8.1000004,Yes,Dannon,40.75
797,No,6.7000003,No,Hiland,40.75
797,No,8.6999998,No,Weight,40.75
797,No,11,No,Yoplait,40.75
798,No,8.1000004,Yes,Dannon,57.25
798,No,6.0999999,No,Hiland,57.25
798,No,8.3999996,No,Weight,57.25
798,No,10.8,No,Yoplait,57.25
799,No,8.1000004,Yes,Dannon,29.25
799,No,6.0999999,No,Hiland,29.25
799,No,8.3999996,No,Weight,29.25
799,No,10.8,No,Yoplait,29.25
800,No,8.1000004,Yes,Dannon,33.75
800,No,6.0999999,No,Hiland,33.75
800,No,8.1000004,No,Weight,33.75
800,No,11.5,No,Yoplait,33.75
801,No,8.1000004,Yes,Dannon,36
801,No,6.5999999,No,Hiland,36
801,No,8.1000004,No,Weight,36
801,No,11.5,No,Yoplait,36
802,No,8.1000004,Yes,Dannon,45
802,No,6.0999999,No,Hiland,45
802,No,8.1000004,No,Weight,45
802,No,10.8,No,Yoplait,45
