,id,feat,price,choice,brand,income
2300,575,0,11.5,1,Yoplait,57.5
2301,576,0,8.6,0,Dannon,94
2302,576,0,5,0,Hiland,94
2303,576,0,8.6,0,Weight,94
2304,576,0,12.2,1,Yoplait,94
2305,577,1,6.3,0,Dannon,59.25
2306,577,0,6.1,0,Hiland,59.25
2307,577,0,7.9,0,Weight,59.25
2308,577,0,11.5,1,Yoplait,59.25
2309,578,0,8.6,0,Dannon,115.5
2310,578,0,5,0,Hiland,115.5
2311,578,0,8.6,0,Weight,115.5
2312,578,0,12.2,1,Yoplait,115.5
2313,579,0,7.4,1,Dannon,50
2314,579,0,6.1,0,Hiland,50
2315,579,0,8.1,0,Weight,50
2316,579,0,10.3,0,Yoplait,50
2321,581,0,7.4,1,Dannon,37
2322,581,0,6.1,0,Hiland,37
2323,581,0,8.1,0,Weight,37
2324,581,0,12.5,0,Yoplait,37
2325,582,0,8.1,1,Dannon,30.5
2326,582,0,6.1,0,Hiland,30.5
2327,582,0,8.1,0,Weight,30.5
2328,582,0,12.5,0,Yoplait,30.5
2333,584,0,8.1,1,Dannon,67.5
2334,584,0,6.6,0,Hiland,67.5
2335,584,0,7.9,0,Weight,67.5
2336,584,0,10.3,0,Yoplait,67.5
2337,585,0,8.1,1,Dannon,58.5
2338,585,0,6.6,0,Hiland,58.5
2339,585,0,7.9,0,Weight,58.5
2340,585,0,10.3,0,Yoplait,58.5
2345,587,0,8.1,1,Dannon,54
2346,587,0,6.1,0,Hiland,54
2347,587,0,7.9,0,Weight,54
2348,587,0,10.8,0,Yoplait,54
2349,588,0,8.1,1,Dannon,64
2350,588,0,6.6,0,Hiland,64
2351,588,0,7.9,0,Weight,64
2352,588,0,10.3,0,Yoplait,64
2357,590,0,8.1,1,Dannon,59.25
2358,590,0,4.9,0,Hiland,59.25
2359,590,0,7.9,0,Weight,59.25
2360,590,0,10.3,0,Yoplait,59.25
2369,593,0,8.1,1,Dannon,43.5
2370,593,0,4.9,0,Hiland,43.5
2371,593,0,7.9,0,Weight,43.5
2372,593,0,11.5,0,Yoplait,43.5
2373,594,0,8.1,1,Dannon,39
2374,594,0,4.9,0,Hiland,39
2375,594,0,7.9,0,Weight,39
2376,594,0,11.5,0,Yoplait,39
2377,595,0,8.1,1,Dannon,61.75
2378,595,0,4.9,0,Hiland,61.75
2379,595,0,7.9,0,Weight,61.75
2380,595,0,11.5,0,Yoplait,61.75
2381,596,0,8.1,1,Dannon,51
2382,596,0,4.9,0,Hiland,51
2383,596,0,7.9,0,Weight,51
2384,596,0,11.5,0,Yoplait,51
2385,597,0,8.6,0,Dannon,80.75
2386,597,0,4.9,0,Hiland,80.75
2387,597,0,7.9,0,Weight,80.75
2388,597,0,11.5,1,Yoplait,80.75
2389,598,0,8.6,0,Dannon,79
2390,598,0,5.4,0,Hiland,79
2391,598,0,7.9,0,Weight,79
2392,598,1,11.5,1,Yoplait,79
2393,599,0,8.6,0,Dannon,72.25
2394,599,0,5.4,0,Hiland,72.25
2395,599,0,7.9,0,Weight,72.25
2396,599,1,11.5,1,Yoplait,72.25
2397,600,0,9.2,0,Dannon,37.5
2398,600,0,6.3,0,Hiland,37.5
2399,600,0,10.4,0,Weight,37.5
2400,600,1,4.2,1,Yoplait,37.5
2401,601,0,8.6,1,Dannon,63.5
2402,601,0,5.4,0,Hiland,63.5
2403,601,0,7.9,0,Weight,63.5
2404,601,0,10.8,0,Yoplait,63.5
2409,603,0,8.6,1,Dannon,57.75
2410,603,1,2.5,0,Hiland,57.75
2411,603,0,7.9,0,Weight,57.75
2412,603,0,10.8,0,Yoplait,57.75
2413,604,0,8.6,0,Dannon,68.25
2414,604,0,6.1,0,Hiland,68.25
2415,604,0,8.6,0,Weight,68.25
2416,604,0,12.2,1,Yoplait,68.25
2417,605,0,8.6,0,Dannon,42.25
2418,605,0,6.1,0,Hiland,42.25
2419,605,0,8.6,0,Weight,42.25
2420,605,0,2.2,1,Yoplait,42.25
2425,607,0,8.6,1,Dannon,68.5
2426,607,0,6.1,0,Hiland,68.5
2427,607,0,8.6,0,Weight,68.5
2428,607,0,12.2,0,Yoplait,68.5
2429,608,0,8.6,1,Dannon,53.25
2430,608,0,6.1,0,Hiland,53.25
2431,608,0,8.6,0,Weight,53.25
2432,608,0,12.2,0,Yoplait,53.25
2433,609,0,8.6,1,Dannon,80.5
2434,609,0,6.1,0,Hiland,80.5
2435,609,1,6.3,0,Weight,80.5
2436,609,0,11.5,0,Yoplait,80.5
2437,610,0,8.6,0,Dannon,85
2438,610,1,6.1,0,Hiland,85
2439,610,0,7.9,0,Weight,85
2440,610,0,11.5,1,Yoplait,85
2441,611,0,8.6,1,Dannon,55.25
2442,611,0,6.1,0,Hiland,55.25
2443,611,0,7.9,0,Weight,55.25
2444,611,0,11.5,0,Yoplait,55.25
2445,612,0,8.6,1,Dannon,43.75
2446,612,0,6.1,0,Hiland,43.75
2447,612,0,8.6,0,Weight,43.75
2448,612,0,12.2,0,Yoplait,43.75
2449,613,0,8.6,1,Dannon,48.5
2450,613,0,6.1,0,Hiland,48.5
2451,613,0,8.6,0,Weight,48.5
2452,613,0,12.2,0,Yoplait,48.5
2453,614,0,8.6,1,Dannon,36.25
2454,614,0,6.1,0,Hiland,36.25
2455,614,0,8.6,0,Weight,36.25
2456,614,0,12.2,0,Yoplait,36.25
2465,617,0,6.3,1,Dannon,75
2466,617,0,6.1,0,Hiland,75
2467,617,0,6.3,0,Weight,75
2468,617,0,5.5,0,Yoplait,75
2473,619,0,8.6,1,Dannon,41.25
2474,619,0,6.1,0,Hiland,41.25
2475,619,0,8.6,0,Weight,41.25
2476,619,0,12.2,0,Yoplait,41.25
2477,620,0,8.6,1,Dannon,52
2478,620,0,6.1,0,Hiland,52
2479,620,0,8.6,0,Weight,52
2480,620,0,12.2,0,Yoplait,52
2481,621,0,8.6,1,Dannon,31
2482,621,0,6.1,0,Hiland,31
2483,621,0,8.6,0,Weight,31
2484,621,0,12.2,0,Yoplait,31
2485,622,0,7.4,1,Dannon,37.75
2486,622,0,6.1,0,Hiland,37.75
2487,622,0,7.9,0,Weight,37.75
2488,622,0,11,0,Yoplait,37.75
2489,623,0,8.1,1,Dannon,56.75
2490,623,0,6.1,0,Hiland,56.75
2491,623,0,7.9,0,Weight,56.75
2492,623,0,11,0,Yoplait,56.75
2493,624,1,8.1,1,Dannon,70.25
2494,624,0,6.1,0,Hiland,70.25
2495,624,0,7.9,0,Weight,70.25
2496,624,0,11,0,Yoplait,70.25
2497,625,0,8.1,1,Dannon,36.75
2498,625,0,4.9,0,Hiland,36.75
2499,625,0,7.9,0,Weight,36.75
2500,625,0,10.3,0,Yoplait,36.75
2501,626,0,9.8,0,Dannon,95.5
2502,626,0,4.9,0,Hiland,95.5
2503,626,0,7.9,0,Weight,95.5
2504,626,0,10.3,1,Yoplait,95.5
2505,627,1,8.1,1,Dannon,47
2506,627,0,5,0,Hiland,47
2507,627,0,8.6,0,Weight,47
2508,627,0,10.8,0,Yoplait,47
2509,628,0,8.1,1,Dannon,57
2510,628,0,5,0,Hiland,57
2511,628,0,8.6,0,Weight,57
2512,628,0,11.5,0,Yoplait,57
2517,630,0,8.6,0,Dannon,42.75
2518,630,0,5.4,0,Hiland,42.75
2519,630,0,7.9,0,Weight,42.75
2520,630,0,5.5,1,Yoplait,42.75
2521,631,0,8.6,0,Dannon,99
2522,631,0,5.4,0,Hiland,99
2523,631,0,7.9,0,Weight,99
2524,631,0,10.8,1,Yoplait,99
2525,632,0,8.6,0,Dannon,30.25
2526,632,0,5.4,0,Hiland,30.25
2527,632,0,7.9,0,Weight,30.25
2528,632,0,4.2,1,Yoplait,30.25
2529,633,0,8.6,0,Dannon,34.5
2530,633,0,5.4,1,Hiland,34.5
2531,633,0,7.9,0,Weight,34.5
2532,633,0,5.6,0,Yoplait,34.5
2545,637,0,8.6,0,Dannon,25
2546,637,0,5.4,1,Hiland,25
2547,637,0,7.9,0,Weight,25
2548,637,0,8.3,0,Yoplait,25
2553,639,0,8.6,0,Dannon,75.75
2554,639,0,5.4,0,Hiland,75.75
2555,639,0,7.9,0,Weight,75.75
2556,639,1,8.3,1,Yoplait,75.75
2557,640,0,8.6,0,Dannon,64
2558,640,0,5.4,0,Hiland,64
2559,640,0,7.9,0,Weight,64
2560,640,1,8.3,1,Yoplait,64
2561,641,0,8.6,0,Dannon,28.25
2562,641,1,2.5,1,Hiland,28.25
2563,641,0,7.9,0,Weight,28.25
2564,641,0,13.2,0,Yoplait,28.25
2565,642,0,8.6,0,Dannon,24.25
2566,642,1,2.5,1,Hiland,24.25
2567,642,0,7.9,0,Weight,24.25
2568,642,0,13.2,0,Yoplait,24.25
2569,643,0,8.6,0,Dannon,30
2570,643,1,2.5,1,Hiland,30
2571,643,0,7.9,0,Weight,30
2572,643,0,13.2,0,Yoplait,30
2577,645,0,8.6,0,Dannon,61
2578,645,0,5.4,0,Hiland,61
2579,645,0,7.9,0,Weight,61
2580,645,1,8.3,1,Yoplait,61
2585,647,0,6.3,1,Dannon,84.25
2586,647,0,6.1,0,Hiland,84.25
2587,647,0,6.3,0,Weight,84.25
2588,647,0,5.5,0,Yoplait,84.25
2593,649,1,6.1,1,Dannon,36.25
2594,649,0,4.9,0,Hiland,36.25
2595,649,0,7.9,0,Weight,36.25
2596,649,0,10.3,0,Yoplait,36.25
2605,652,0,8.6,0,Dannon,28.25
2606,652,0,5.4,0,Hiland,28.25
2607,652,0,7.9,0,Weight,28.25
2608,652,0,5.5,1,Yoplait,28.25
2609,653,0,8.6,1,Dannon,55.75
2610,653,0,5.4,0,Hiland,55.75
2611,653,0,7.9,0,Weight,55.75
2612,653,0,9,0,Yoplait,55.75
2613,654,0,8.6,0,Dannon,58
2614,654,0,5.4,0,Hiland,58
2615,654,0,7.9,0,Weight,58
2616,654,0,8.3,1,Yoplait,58
2617,655,0,6.1,1,Dannon,35.5
2618,655,0,5,0,Hiland,35.5
2619,655,0,7.9,0,Weight,35.5
2620,655,0,10.8,0,Yoplait,35.5
2621,656,0,6.1,1,Dannon,31.5
2622,656,0,5,0,Hiland,31.5
2623,656,0,7.9,0,Weight,31.5
2624,656,0,10.8,0,Yoplait,31.5
2625,657,1,4.9,1,Dannon,40
2626,657,0,5,0,Hiland,40
2627,657,0,7.9,0,Weight,40
2628,657,0,10.8,0,Yoplait,40
2629,658,0,4.9,1,Dannon,31.5
2630,658,0,5,0,Hiland,31.5
2631,658,0,7.9,0,Weight,31.5
2632,658,0,10.8,0,Yoplait,31.5
2637,660,0,8.1,1,Dannon,72.25
2638,660,0,6.6,0,Hiland,72.25
2639,660,0,7.9,0,Weight,72.25
2640,660,0,10.3,0,Yoplait,72.25
2641,661,0,8.1,1,Dannon,40.25
2642,661,0,6.6,0,Hiland,40.25
2643,661,0,7.9,0,Weight,40.25
2644,661,0,10.3,0,Yoplait,40.25
2649,663,1,4.9,1,Dannon,36.25
2650,663,0,5,0,Hiland,36.25
2651,663,0,3.2,0,Weight,36.25
2652,663,0,10.8,0,Yoplait,36.25
2653,664,0,6.1,1,Dannon,35.75
2654,664,0,5,0,Hiland,35.75
2655,664,0,7.9,0,Weight,35.75
2656,664,0,10.8,0,Yoplait,35.75
2657,665,0,8.1,1,Dannon,76.25
2658,665,0,6.6,0,Hiland,76.25
2659,665,0,7.9,0,Weight,76.25
2660,665,0,10.3,0,Yoplait,76.25
2661,666,0,8.1,1,Dannon,69.25
2662,666,0,4.9,0,Hiland,69.25
2663,666,0,7.9,0,Weight,69.25
2664,666,0,10.3,0,Yoplait,69.25
2681,671,0,8.1,1,Dannon,43
2682,671,0,4.9,0,Hiland,43
2683,671,0,7.9,0,Weight,43
2684,671,0,10.3,0,Yoplait,43
2693,674,0,8.1,1,Dannon,51
2694,674,0,4.9,0,Hiland,51
2695,674,0,7.9,0,Weight,51
2696,674,0,10.3,0,Yoplait,51
2701,676,0,8.1,1,Dannon,43.25
2702,676,0,4.9,0,Hiland,43.25
2703,676,0,7.9,0,Weight,43.25
2704,676,0,10.3,0,Yoplait,43.25
2713,679,0,8.1,1,Dannon,60
2714,679,0,4.9,0,Hiland,60
2715,679,0,7.9,0,Weight,60
2716,679,0,11.5,0,Yoplait,60
2717,680,0,8.1,1,Dannon,47
2718,680,0,4.9,0,Hiland,47
2719,680,0,7.9,0,Weight,47
2720,680,0,11.5,0,Yoplait,47
2721,681,0,8.1,1,Dannon,46.75
2722,681,0,4.9,0,Hiland,46.75
2723,681,0,7.9,0,Weight,46.75
2724,681,0,11.5,0,Yoplait,46.75
2733,684,0,8.6,1,Dannon,34.75
2734,684,0,5.4,0,Hiland,34.75
2735,684,0,7.9,0,Weight,34.75
2736,684,0,12.2,0,Yoplait,34.75
2741,686,0,8.1,1,Dannon,45.25
2742,686,0,5,0,Hiland,45.25
2743,686,0,7.9,0,Weight,45.25
2744,686,0,10.8,0,Yoplait,45.25
2753,689,0,8.1,1,Dannon,45.25
2754,689,0,6.6,0,Hiland,45.25
2755,689,0,7.9,0,Weight,45.25
2756,689,0,11.2,0,Yoplait,45.25
2765,692,0,8.6,1,Dannon,61
2766,692,0,6.6,0,Hiland,61
2767,692,0,8.6,0,Weight,61
2768,692,0,11.5,0,Yoplait,61
2769,693,0,8.6,1,Dannon,43.5
2770,693,0,5.9,0,Hiland,43.5
2771,693,0,8.6,0,Weight,43.5
2772,693,0,11.5,0,Yoplait,43.5
2773,694,0,8.6,1,Dannon,76.5
2774,694,0,5.4,0,Hiland,76.5
2775,694,0,7.9,0,Weight,76.5
2776,694,0,11.5,0,Yoplait,76.5
2777,695,0,8.6,1,Dannon,72.25
2778,695,0,2.5,0,Hiland,72.25
2779,695,0,7.9,0,Weight,72.25
2780,695,0,11.5,0,Yoplait,72.25
2781,696,0,8.6,1,Dannon,55.25
2782,696,0,2.5,0,Hiland,55.25
2783,696,0,7.9,0,Weight,55.25
2784,696,0,11.5,0,Yoplait,55.25
2785,697,0,8.6,1,Dannon,44.75
2786,697,0,5.4,0,Hiland,44.75
2787,697,0,7.9,0,Weight,44.75
2788,697,0,11.2,0,Yoplait,44.75
2789,698,0,7.4,1,Dannon,33.75
2790,698,0,6.1,0,Hiland,33.75
2791,698,0,8.1,0,Weight,33.75
2792,698,0,10.3,0,Yoplait,33.75
2797,700,0,8.1,1,Dannon,41.75
2798,700,0,6.6,0,Hiland,41.75
2799,700,0,7.9,0,Weight,41.75
2800,700,0,10.3,0,Yoplait,41.75
2801,701,0,8.1,1,Dannon,64.25
2802,701,0,6.6,0,Hiland,64.25
2803,701,0,7.9,0,Weight,64.25
2804,701,0,10.3,0,Yoplait,64.25
2805,702,0,8.1,1,Dannon,74.5
2806,702,0,4.9,0,Hiland,74.5
2807,702,0,7.9,0,Weight,74.5
2808,702,0,10.3,0,Yoplait,74.5
2809,703,0,8.1,0,Dannon,58.75
2810,703,0,4.9,0,Hiland,58.75
2811,703,0,7.9,1,Weight,58.75
2812,703,0,10.3,0,Yoplait,58.75
2817,705,0,8.1,0,Dannon,27.25
2818,705,0,6.1,1,Hiland,27.25
2819,705,0,8.1,0,Weight,27.25
2820,705,0,11,0,Yoplait,27.25
2821,706,0,8.1,0,Dannon,56.5
2822,706,0,4.9,0,Hiland,56.5
2823,706,0,7.9,1,Weight,56.5
2824,706,0,10.9,0,Yoplait,56.5
2825,707,0,8.1,0,Dannon,46.25
2826,707,0,4.9,0,Hiland,46.25
2827,707,0,7.9,1,Weight,46.25
2828,707,0,10.9,0,Yoplait,46.25
2829,708,0,8.6,0,Dannon,93
2830,708,0,5.4,0,Hiland,93
2831,708,0,7.9,0,Weight,93
2832,708,1,8.3,1,Yoplait,93
2833,709,0,8.6,0,Dannon,66
2834,709,0,2.5,0,Hiland,66
2835,709,0,7.9,0,Weight,66
2836,709,0,10.8,1,Yoplait,66
2841,711,0,8.6,0,Dannon,100.5
2842,711,0,5,0,Hiland,100.5
2843,711,0,8.6,0,Weight,100.5
2844,711,0,12.2,1,Yoplait,100.5
2845,712,0,8.6,0,Dannon,88
2846,712,0,5,0,Hiland,88
2847,712,0,8.6,0,Weight,88
2848,712,0,12.2,1,Yoplait,88
2849,713,0,8.6,0,Dannon,66.75
2850,713,0,5,0,Hiland,66.75
2851,713,0,8.6,0,Weight,66.75
2852,713,0,12.2,1,Yoplait,66.75
2853,714,0,8.6,0,Dannon,88.75
2854,714,0,5,0,Hiland,88.75
2855,714,0,8.6,0,Weight,88.75
2856,714,0,12.2,1,Yoplait,88.75
2857,715,0,8.6,0,Dannon,113.75
2858,715,0,5,0,Hiland,113.75
2859,715,0,8.6,0,Weight,113.75
2860,715,0,12.2,1,Yoplait,113.75
2861,716,0,8.6,0,Dannon,52.5
2862,716,0,5,0,Hiland,52.5
2863,716,0,8.6,0,Weight,52.5
2864,716,0,12.2,1,Yoplait,52.5
2869,718,0,8.6,0,Dannon,40.5
2870,718,0,5,0,Hiland,40.5
2871,718,0,8.6,0,Weight,40.5
2872,718,0,5.5,1,Yoplait,40.5
2873,719,0,8.6,0,Dannon,36
2874,719,0,5,0,Hiland,36
2875,719,0,8.6,0,Weight,36
2876,719,0,5.5,1,Yoplait,36
2877,720,0,8.6,0,Dannon,51.25
2878,720,0,5,0,Hiland,51.25
2879,720,0,8.6,0,Weight,51.25
2880,720,0,5.5,1,Yoplait,51.25
2881,721,0,8.6,0,Dannon,100.75
2882,721,0,5,0,Hiland,100.75
2883,721,0,7.6,0,Weight,100.75
2884,721,1,9.2,1,Yoplait,100.75
2885,722,0,8.6,0,Dannon,84.25
2886,722,0,5,0,Hiland,84.25
2887,722,0,8.6,0,Weight,84.25
2888,722,0,12.2,1,Yoplait,84.25
2889,723,1,6.3,0,Dannon,83.25
2890,723,0,5.4,0,Hiland,83.25
2891,723,0,8.6,0,Weight,83.25
2892,723,0,12.2,1,Yoplait,83.25
2893,724,1,6.3,0,Dannon,95
2894,724,0,5.4,0,Hiland,95
2895,724,0,8.6,0,Weight,95
2896,724,0,12.2,1,Yoplait,95
2897,725,0,8.6,0,Dannon,74.75
2898,725,0,6.1,0,Hiland,74.75
2899,725,0,6.3,0,Weight,74.75
2900,725,0,8.3,1,Yoplait,74.75
2905,727,0,8.6,0,Dannon,115.25
2906,727,0,5,0,Hiland,115.25
2907,727,0,8.6,0,Weight,115.25
2908,727,0,12.2,1,Yoplait,115.25
2913,729,1,6.3,0,Dannon,95.75
2914,729,0,6.1,0,Hiland,95.75
2915,729,0,7.9,0,Weight,95.75
2916,729,0,11.5,1,Yoplait,95.75
2917,730,0,6.3,0,Dannon,64.75
2918,730,1,6.1,0,Hiland,64.75
2919,730,0,4.4,0,Weight,64.75
2920,730,0,11.5,1,Yoplait,64.75
2921,731,0,6.3,0,Dannon,87.5
2922,731,1,6.1,0,Hiland,87.5
2923,731,0,4.4,0,Weight,87.5
2924,731,0,11.5,1,Yoplait,87.5
2925,732,0,6.3,0,Dannon,57.75
2926,732,1,6.1,0,Hiland,57.75
2927,732,0,4.4,0,Weight,57.75
2928,732,0,11.5,1,Yoplait,57.75
2929,733,0,8.6,0,Dannon,89.25
2930,733,0,5,0,Hiland,89.25
2931,733,0,8.6,0,Weight,89.25
2932,733,0,12.2,1,Yoplait,89.25
2937,735,0,8.6,0,Dannon,104.5
2938,735,0,5.5,0,Hiland,104.5
2939,735,0,7.9,0,Weight,104.5
2940,735,0,11.5,1,Yoplait,104.5
2941,736,0,8.6,0,Dannon,82
2942,736,0,4.6,0,Hiland,82
2943,736,0,7.9,0,Weight,82
2944,736,0,11.5,1,Yoplait,82
2945,737,0,8.6,0,Dannon,41.75
2946,737,0,4.6,0,Hiland,41.75
2947,737,0,7.9,0,Weight,41.75
2948,737,0,11.5,1,Yoplait,41.75
2957,740,0,8.6,0,Dannon,95.75
2958,740,0,5,0,Hiland,95.75
2959,740,0,8.6,0,Weight,95.75
2960,740,0,12.2,1,Yoplait,95.75
2961,741,0,8.6,0,Dannon,73.75
2962,741,0,5,0,Hiland,73.75
2963,741,0,8.6,0,Weight,73.75
2964,741,0,12.2,1,Yoplait,73.75
2965,742,0,8.6,0,Dannon,88
2966,742,0,5,0,Hiland,88
2967,742,0,8.6,0,Weight,88
2968,742,0,10.8,1,Yoplait,88
2969,743,0,8.6,0,Dannon,61
2970,743,0,5.4,0,Hiland,61
2971,743,0,7.9,0,Weight,61
2972,743,1,11.5,1,Yoplait,61
2973,744,0,8.6,1,Dannon,50.75
2974,744,0,5.4,0,Hiland,50.75
2975,744,0,7.9,0,Weight,50.75
2976,744,0,11.5,0,Yoplait,50.75
2977,745,0,8.6,0,Dannon,76
2978,745,0,5.4,0,Hiland,76
2979,745,0,7.9,0,Weight,76
2980,745,0,11.5,1,Yoplait,76
2981,746,0,8.6,0,Dannon,82
2982,746,0,5.4,0,Hiland,82
2983,746,0,7.9,0,Weight,82
2984,746,0,10.8,1,Yoplait,82
2985,747,0,8.6,1,Dannon,101.75
2986,747,0,5.4,0,Hiland,101.75
2987,747,0,7.9,0,Weight,101.75
2988,747,0,10.8,0,Yoplait,101.75
2993,749,0,8.6,0,Dannon,90.5
2994,749,0,5.4,0,Hiland,90.5
2995,749,0,7.9,0,Weight,90.5
2996,749,0,10.8,1,Yoplait,90.5
2997,750,0,8.6,0,Dannon,60
2998,750,0,5.4,0,Hiland,60
2999,750,0,7.9,0,Weight,60
3000,750,0,10.8,1,Yoplait,60
3001,751,0,8.6,0,Dannon,64.25
3002,751,0,5.4,0,Hiland,64.25
3003,751,0,7.9,0,Weight,64.25
3004,751,0,10.8,1,Yoplait,64.25
3005,752,0,8.6,0,Dannon,86
3006,752,0,5.4,0,Hiland,86
3007,752,0,7.9,0,Weight,86
3008,752,0,10.8,1,Yoplait,86
3009,753,0,7.4,1,Dannon,34
3010,753,0,6.4,0,Hiland,34
3011,753,0,8.2,0,Weight,34
3012,753,0,13.3,0,Yoplait,34
3013,754,0,7.4,1,Dannon,27.25
3014,754,0,6.1,0,Hiland,27.25
3015,754,0,8.1,0,Weight,27.25
3016,754,0,12.8,0,Yoplait,27.25
3017,755,0,7.4,1,Dannon,44.25
3018,755,0,6.2,0,Hiland,44.25
3019,755,0,8,0,Weight,44.25
3020,755,0,10.7,0,Yoplait,44.25
3021,756,1,4.9,1,Dannon,39.75
3022,756,0,5,0,Hiland,39.75
3023,756,0,7.9,0,Weight,39.75
3024,756,0,10.8,0,Yoplait,39.75
3029,758,0,8.1,1,Dannon,43.75
3030,758,0,6.6,0,Hiland,43.75
3031,758,0,7.9,0,Weight,43.75
3032,758,0,10.8,0,Yoplait,43.75
3033,759,1,8.1,1,Dannon,40.5
3034,759,0,8.6,0,Hiland,40.5
3035,759,0,7.9,0,Weight,40.5
3036,759,0,11.3,0,Yoplait,40.5
3037,760,0,8.1,1,Dannon,67.25
3038,760,0,6.6,0,Hiland,67.25
3039,760,0,7.9,0,Weight,67.25
3040,760,0,10.8,0,Yoplait,67.25
3041,761,1,8.1,1,Dannon,54.75
3042,761,0,8.6,0,Hiland,54.75
3043,761,0,7.9,0,Weight,54.75
3044,761,0,11.3,0,Yoplait,54.75
3049,763,0,8.1,1,Dannon,70.25
3050,763,0,6.6,0,Hiland,70.25
3051,763,0,7.9,0,Weight,70.25
3052,763,0,10.8,0,Yoplait,70.25
3053,764,0,8.1,1,Dannon,80.5
3054,764,0,6.6,0,Hiland,80.5
3055,764,0,7.9,0,Weight,80.5
3056,764,0,10.8,0,Yoplait,80.5
3057,765,0,8.1,1,Dannon,71
3058,765,0,6.1,0,Hiland,71
3059,765,0,7.9,0,Weight,71
3060,765,0,10.8,0,Yoplait,71
3061,766,0,8.1,1,Dannon,63.5
3062,766,0,6.4,0,Hiland,63.5
3063,766,0,7.5,0,Weight,63.5
3064,766,0,10.8,0,Yoplait,63.5
3065,767,0,8.1,1,Dannon,75.25
3066,767,0,6.5,0,Hiland,75.25
3067,767,0,8,0,Weight,75.25
3068,767,0,10.7,0,Yoplait,75.25
3069,768,0,8.1,1,Dannon,51
3070,768,0,6.1,0,Hiland,51
3071,768,0,7.9,0,Weight,51
3072,768,0,10.8,0,Yoplait,51
3073,769,0,8.1,1,Dannon,50.5
3074,769,0,6.1,0,Hiland,50.5
3075,769,0,7.9,0,Weight,50.5
3076,769,0,10.8,0,Yoplait,50.5
3077,770,0,8.1,1,Dannon,72.75
3078,770,0,6.1,0,Hiland,72.75
3079,770,0,7.9,0,Weight,72.75
3080,770,0,10.8,0,Yoplait,72.75
3081,771,0,8.1,1,Dannon,57.5
3082,771,0,6.6,0,Hiland,57.5
3083,771,0,7.9,0,Weight,57.5
3084,771,0,10.8,0,Yoplait,57.5
3085,772,0,8.1,1,Dannon,47.25
3086,772,0,6.1,0,Hiland,47.25
3087,772,0,7.9,0,Weight,47.25
3088,772,0,10.8,0,Yoplait,47.25
3089,773,0,8.1,1,Dannon,58.75
3090,773,0,6.1,0,Hiland,58.75
3091,773,0,7.9,0,Weight,58.75
3092,773,0,10.8,0,Yoplait,58.75
3097,775,0,8.1,1,Dannon,61.5
3098,775,0,6.1,0,Hiland,61.5
3099,775,1,7.5,0,Weight,61.5
3100,775,0,10.8,0,Yoplait,61.5
3101,776,0,8.1,1,Dannon,63.75
3102,776,0,6.1,0,Hiland,63.75
3103,776,1,7.5,0,Weight,63.75
3104,776,0,10.8,0,Yoplait,63.75
3105,777,0,8.1,1,Dannon,69.75
3106,777,0,6.1,0,Hiland,69.75
3107,777,1,7.4,0,Weight,69.75
3108,777,0,10.8,0,Yoplait,69.75
3109,778,0,8.1,1,Dannon,73.5
3110,778,0,6.1,0,Hiland,73.5
3111,778,0,8.5,0,Weight,73.5
3112,778,0,10.8,0,Yoplait,73.5
3113,779,0,8.1,1,Dannon,68
3114,779,0,6.1,0,Hiland,68
3115,779,0,8.5,0,Weight,68
3116,779,0,10.8,0,Yoplait,68
3117,780,0,8.1,1,Dannon,62.25
3118,780,0,6.1,0,Hiland,62.25
3119,780,0,8.5,0,Weight,62.25
3120,780,0,10.8,0,Yoplait,62.25
3129,783,0,8.1,1,Dannon,49.5
3130,783,0,6.1,0,Hiland,49.5
3131,783,0,8.6,0,Weight,49.5
3132,783,0,10.8,0,Yoplait,49.5
3141,786,0,6.9,1,Dannon,26.25
3142,786,0,6.1,0,Hiland,26.25
3143,786,0,8.6,0,Weight,26.25
3144,786,0,10.8,0,Yoplait,26.25
3145,787,0,6.9,1,Dannon,41.25
3146,787,0,6.1,0,Hiland,41.25
3147,787,0,8.6,0,Weight,41.25
3148,787,0,10.8,0,Yoplait,41.25
3153,789,0,8.1,1,Dannon,45.5
3154,789,0,6.6,0,Hiland,45.5
3155,789,0,8.6,0,Weight,45.5
3156,789,0,10.8,0,Yoplait,45.5
3161,791,0,8.1,1,Dannon,50.75
3162,791,0,6.1,0,Hiland,50.75
3163,791,0,7.9,0,Weight,50.75
3164,791,0,10.3,0,Yoplait,50.75
3165,792,0,8.1,1,Dannon,47
3166,792,0,6.1,0,Hiland,47
3167,792,0,8.6,0,Weight,47
3168,792,0,10.8,0,Yoplait,47
3169,793,0,8.1,1,Dannon,78.75
3170,793,0,6.1,0,Hiland,78.75
3171,793,0,8.6,0,Weight,78.75
3172,793,0,10.8,0,Yoplait,78.75
3173,794,0,8.1,1,Dannon,68.5
3174,794,0,6.1,0,Hiland,68.5
3175,794,0,8.6,0,Weight,68.5
3176,794,0,10.8,0,Yoplait,68.5
3177,795,0,8.1,1,Dannon,66
3178,795,0,6.1,0,Hiland,66
3179,795,0,8.6,0,Weight,66
3180,795,0,11.5,0,Yoplait,66
3181,796,0,8.1,1,Dannon,48.5
3182,796,0,6.1,0,Hiland,48.5
3183,796,0,8.6,0,Weight,48.5
3184,796,0,11.5,0,Yoplait,48.5
3189,798,0,8.1,1,Dannon,57.25
