id,vol,disp,price,store,loc,adv
926,1518,0,3.391963,STOP & SHOP,HARTFORD,5.5645957
927,1774,0.093999997,2.4994359,PUBLIX,"JACKSONVILLE,FL",32.862244
928,3171,0,2.442132,WINN DIXIE,"JACKSONVILLE,FL",19.988045
929,1312,0.14689955,2.6044209,FOOD LION,"JACKSONVILLE,FL",4.4546738
930,2018,0.1,2.685828,KROGER CO,LOUISVILLE,13.488564
931,1528,0.22400001,2.5994761,WINN DIXIE,LOUISVILLE,5.3238921
932,6028,0.130895,2.448905,FOOD LION,RICHMOND/NORFOLK,261.60391
933,1862,0,2.544039,NEW FARM FRESH,RICHMOND/NORFOLK,9.1763153
934,1315,0.1105,3.439544,BIG BEAR,"COLUMBUS,OH",6.8326502
935,3378,0,3.0532861,KROGER CO,"COLUMBUS,OH",18.453558
936,1095,0,2.9260271,HARVEST FOODS,LITTLE ROCK,12.324646
937,998,0.255,3.1883769,DILLON COMPANIES,WICHITA,8.3034344
938,8046,0.54000002,2.386776,BI LO,SOUTH CAROLINA,126.92459
939,3250,0.0553133,2.477231,FOOD LION,SOUTH CAROLINA,19.110628
940,3014,0.235,2.3868611,WINN DIXIE,SOUTH CAROLINA,26.962793
941,6633,0.020732511,2.494045,PUBLIX,"ORLANDO,FL",642.64709
942,5495,0.16950902,2.467334,WINN DIXIE,"ORLANDO,FL",48.093864
943,1005,0.089404397,2.5054729,FOOD LION,"ORLANDO,FL",24.069281
944,393,0.141,3.302799,P & C FOOD MARKE,SYRACUSE,3.7746201
945,384,0,2.822917,PRICE CHOPPER,SYRACUSE,2.5186865
946,2820,0.59066665,2.6684401,WEGMANS,SYRACUSE,11.203769
947,6562,0.35699999,1.986589,SHOP N SAVE,NEW ENGLAND (NORTH),15.297895
948,11258,0.13600001,3.2506659,H E BUTT,SAN ANT/CORPUS CHR,135.61954
949,9973,0.21082465,2.3553591,BRUNOS,BIRMINGHAM/MONTGOM,21.984398
950,1376,0,2.6264529,KROGER,BIRMINGHAM/MONTGOM,10.785927
951,4914,0.025846073,2.196785,WINN DIXIE,BIRMINGHAM/MONTGOM,21.585354
952,1610,0.152,2.5900619,GIANT FOOD STO,HARRISBURG/SCRANTN,44.626026
953,2792,0,4.4043698,A & P,NEW YORK (NEW),63.816944
954,3537,0.18909657,4.3862028,PATHMARK,NEW YORK (NEW),12.13664
955,3721,0,3.4536409,WALDBAUMS,NEW YORK (NEW),13.006413
956,3453,0.030123878,2.611352,FOOD LION,ROANOKE (NEW),71.523445
957,4747,0.062017772,2.470613,KROGER CO,ROANOKE (NEW),32.429787
958,16900,0.1945,2.727278,LUCKY,LOS ANGELES,31.54949
959,4988,0.197,3.719727,RALPHS,LOS ANGELES,34.254852
960,5768,0,3.6447639,VONS,LOS ANGELES,10.498482
961,5084,0.25999999,3.25177,DOMINICK,CHICAGO,63.673351
962,12467,0,3.279779,JEWEL,CHICAGO,18.129326
963,2455,0,2.7388999,OMNI,CHICAGO,33.753456
964,7165,0,2.4815071,KROGER CO,HOUSTON,98.137634
965,7392,0.051666666,2.432359,RANDALLS,HOUSTON,35.865261
966,2442,0,2.2948401,GIANT EAGLE,PITTSBURGH,31.015627
967,4047,0,2.998517,FARMER JACKS,DETROIT,30.598162
968,4533,0,2.7361569,KROGER CO,DETROIT,65.644585
969,3320,0.047827855,2.55512,STOP N SHOP,CLEVELAND,11.227455
970,4485,0.271,3.3772581,NATIONAL SUPER,ST. LOUIS,20.595617
971,6615,0.032151747,3.048526,SCHNUCK MARKETS,ST. LOUIS,73.053604
972,3160,0,3.4531651,ALBERTSONS,DALLAS/FT. WORTH,6.9467597
973,2380,0,3.113445,KROGER CO,DALLAS/FT. WORTH,7.4028559
974,2591,0.083499998,1.946353,TOM THUMB,DALLAS/FT. WORTH,6.3953314
975,3119,0,2.4517469,SHAWS,BOSTON,19.218462
976,773,0,3.1203101,STAR MARKET,BOSTON,3.721097
977,7745,0,2.000129,STOP & SHOP,BOSTON,89.268799
978,5394,0.14033334,3.6946609,LUCKY,SAN FRANCISCO,44.96772
979,4259,0,2.678328,KASH N KARRY,TAMPA/ST. PETE,31.168554
980,5829,0.008181135,2.5206721,PUBLIX,TAMPA/ST. PETE,22.566103
981,5791,0,2.60853,WINN DIXIE,TAMPA/ST. PETE,237.58768
982,3436,0,3.391444,KING SOOPERS INC,DENVER,33.486343
983,2855,0,3.4605949,ACME MARKET,PHILADELPHIA,8.8694191
984,5834,0.064216308,2.4166951,KROGER CO,ATLANTA,306.53525
985,2669,0,2.7096291,WINN DIXIE,ATLANTA,13.097793
986,4362,0.27900001,2.9188449,KROGER CO,CINCINNATI,21.448322
987,3642,0.454,2.653487,KROGER CO,INDIANAPOLIS,17.572353
988,3727,0.16790251,2.3954921,HOMELAND,OKLAHOMA CITY,13.098536
989,1639,0.30399999,3.719341,RALEYS,SACRAMENTO,7.8461714
990,9609,0.4075,2.7070451,LUCKY,SAN DIEGO,41.304672
991,1563,0.047260504,3.721689,RALPHS,SAN DIEGO,4.1688619
992,2083,0.93400002,2.6533849,SMITHS FOOD,SALT LAKE CITY,9.0458088
993,3127,0.708,2.3866329,SAFEWAY,PHOENIX,25.75211
994,2725,0,3.4532111,FRY'S FOOD STORE,PHOENIX,12.231875
995,1193,0.331,3.187762,SMITHS FOOD,PHOENIX,4.852653
996,13173,0.010506969,2.4583621,PUBLIX,MIAMI,29.217394
997,8694,0,2.506211,WINN DIXIE,MIAMI,14.206182
998,2923,0.15000001,2.581594,KROGER CO,NASHVILLE,7.1285653
999,3238,0.019359071,2.40488,WINN DIXIE,RALEIGH/GREENSBORO,15.945086
1000,5520,0.13479407,2.5012679,FOOD LION,RALEIGH/GREENSBORO,23.009682
1001,1923,0,2.787832,PRICE CHOPPER,"ALBANY,NY",9.4145527
1002,3956,0.007303473,3.7750249,GIANT FOOD INC,BALTI/WASH,22.161266
1003,7450,0,3.3202679,SAFEWAY,BALTI/WASH,49.636314
1004,990,0,3.852525,SUPER FRESH,BALTI/WASH,11.48401
1005,1878,0.057,3.0580399,KOHLS FOOD STORE,MILWAUKEE,11.442402
1006,3728,0.02482296,2.6647,WINN DIXIE,NEW ORLEANS,21.788811
1007,2008,0.079000004,3.2589641,TOPS MARKETS,BUFFALO/ROCHESTER,8.4641609
1008,3379,0.20299999,3.2379401,WEGMANS,BUFFALO/ROCHESTER,13.567124
1009,1462,0,2.386457,BI LO,CHARLOTTE,5.7820945
1010,1956,0,2.333333,HARRIS TEETER,CHARLOTTE,9.2328968
1011,3179,0.27849999,2.3334379,WINN DIXIE,CHARLOTTE,17.192617
1012,4604,0.043907654,2.429626,FOOD LION,CHARLOTTE,17.948675
1013,10852,0,1.999908,STOP & SHOP,HARTFORD,35.546993
1014,1702,0.015926911,2.5716801,PUBLIX,"JACKSONVILLE,FL",10.977527
1015,2949,0,2.4598169,WINN DIXIE,"JACKSONVILLE,FL",6.6793756
1016,1500,0.08015538,2.6126671,FOOD LION,"JACKSONVILLE,FL",41.382496
1017,2515,0.059,2.6986079,KROGER CO,LOUISVILLE,12.449386
1018,1660,0,2.6006019,WINN DIXIE,LOUISVILLE,7.9907241
1019,6749,0.10385869,2.452215,FOOD LION,RICHMOND/NORFOLK,40.413464
1020,2275,0,2.4967029,NEW FARM FRESH,RICHMOND/NORFOLK,21.584175
1021,2131,0,3.4458001,BIG BEAR,"COLUMBUS,OH",12.650498
1022,2958,0,3.4519949,KROGER CO,"COLUMBUS,OH",11.279135
1023,1558,0,2.9274709,HARVEST FOODS,LITTLE ROCK,12.41106
1024,1210,0.255,3.187603,DILLON COMPANIES,WICHITA,5.8468413
1025,6859,0.449,2.3866451,BI LO,SOUTH CAROLINA,15.456147
1026,3413,0,2.4491651,FOOD LION,SOUTH CAROLINA,6.7741632
1027,3901,0.235,2.3868239,WINN DIXIE,SOUTH CAROLINA,10.598326
1028,5928,0.039999999,2.5102899,PUBLIX,"ORLANDO,FL",16.660049
1029,5696,0.13696477,2.5301969,WINN DIXIE,"ORLANDO,FL",53.676945
1030,1141,0.0436472,2.509202,FOOD LION,"ORLANDO,FL",7.7266665
1031,479,0.182,3.2881,P & C FOOD MARKE,SYRACUSE,2.6337516
1032,1718,0,2.7724099,PRICE CHOPPER,SYRACUSE,13.108943
1033,2000,0.40233332,3.473,WEGMANS,SYRACUSE,21.72345
1034,6811,0.47,1.986786,SHOP N SAVE,NEW ENGLAND (NORTH),146.2494
1035,26021,0.15099999,2.65378,H E BUTT,SAN ANT/CORPUS CHR,99.855675
1036,10750,0.27737501,2.310977,BRUNOS,BIRMINGHAM/MONTGOM,55.410076
1037,1396,0,2.6181951,KROGER,BIRMINGHAM/MONTGOM,12.309739
1038,4440,0.011874555,2.200901,WINN DIXIE,BIRMINGHAM/MONTGOM,31.85865
1039,1424,0.27200001,3.0695219,GIANT FOOD STO,HARRISBURG/SCRANTN,17.571667
1040,3075,0,4.4068289,A & P,NEW YORK (NEW),10.665466
1041,8920,0.094499998,4.3866591,PATHMARK,NEW YORK (NEW),29.81004
1042,2198,0,4.4244771,WALDBAUMS,NEW YORK (NEW),46.860592
1043,3214,0.031851638,2.6499691,FOOD LION,ROANOKE (NEW),22.306507
1044,5377,0.065008007,2.4491351,KROGER CO,ROANOKE (NEW),43.394463
1045,12005,0.1115,2.817826,LUCKY,LOS ANGELES,81.242928
1046,4664,0.134,3.720197,RALPHS,LOS ANGELES,92.016937
1047,5430,0,3.754328,VONS,LOS ANGELES,30.740837
1048,5268,0.193,3.2486711,DOMINICK,CHICAGO,14.781326
1049,11977,0,3.2906401,JEWEL,CHICAGO,725.30426
1050,3476,0,2.5719221,OMNI,CHICAGO,20.888536
1051,7311,0,2.480782,KROGER CO,HOUSTON,46.673035
1052,2536,0,3.652997,RANDALLS,HOUSTON,12.606368
1053,2123,0,2.2929821,GIANT EAGLE,PITTSBURGH,10.316596
1054,3550,0.017996894,3.2481689,FARMER JACKS,DETROIT,17.785583
1055,4439,0.020500001,2.7346251,KROGER CO,DETROIT,17.852468
1056,5097,0.20657605,2.4018049,STOP N SHOP,CLEVELAND,16.351976
1057,2557,0.27200001,3.3754399,NATIONAL SUPER,ST. LOUIS,7.1778049
1058,22426,0.17218544,2.386694,SCHNUCK MARKETS,ST. LOUIS,132.60197
1059,2505,0,3.186826,ALBERTSONS,DALLAS/FT. WORTH,25.777241
1060,2679,0,3.1530421,KROGER CO,DALLAS/FT. WORTH,27.904928
1061,32402,0,1.31998,TOM THUMB,DALLAS/FT. WORTH,218.80078
1062,1935,0.14165035,2.6537471,WINN DIXIE,DALLAS/FT. WORTH,11.073283
1063,2676,0,2.4517939,SHAWS,BOSTON,13.629243
1064,1885,0,2.3867371,STAR MARKET,BOSTON,13.190714
1065,1639,0,2.401464,STOP & SHOP,BOSTON,11.70109
1066,5227,0.12966667,3.6887319,LUCKY,SAN FRANCISCO,17.377043
1067,4222,0,2.6340599,KASH N KARRY,TAMPA/ST. PETE,10.903591
1068,6479,0.008116416,2.483254,PUBLIX,TAMPA/ST. PETE,28.804079
1069,5083,0,2.6405671,WINN DIXIE,TAMPA/ST. PETE,26.953854
1070,3514,0,3.426295,KING SOOPERS INC,DENVER,14.299863
1071,2685,0,3.6770949,ACME MARKET,PHILADELPHIA,20.944111
1072,3754,0.039783899,3.382525,KROGER CO,ATLANTA,31.519131
1073,2755,0,2.715064,WINN DIXIE,ATLANTA,14.999762
1074,4639,0.23999999,2.90429,KROGER CO,CINCINNATI,17.736694
1075,3768,0.51599997,2.6533971,KROGER CO,INDIANAPOLIS,49.617512
1076,3263,0.13420056,2.4171009,HOMELAND,OKLAHOMA CITY,12.987384
1077,1329,0.17399999,3.8021071,RALEYS,SACRAMENTO,20.435946
1078,6313,0.33950001,2.722636,LUCKY,SAN DIEGO,22.004917
1079,1395,0.152,3.7204299,RALPHS,SAN DIEGO,17.937069
1080,2499,0.93400002,2.653862,SMITHS FOOD,SALT LAKE CITY,9.6444435
1081,2053,0.542,3.5874331,SAFEWAY,PHOENIX,68.585701
1082,1788,0,3.5861299,FRY'S FOOD STORE,PHOENIX,5.4572816
1083,1130,0.331,3.1858411,SMITHS FOOD,PHOENIX,5.5027494
1084,10227,0.032857984,2.4025619,PUBLIX,MIAMI,49.072762
1085,8453,0,2.514492,WINN DIXIE,MIAMI,46.25174
1086,2936,0.40000001,2.588896,KROGER CO,NASHVILLE,16.070961
1087,3309,0.052604165,2.4439411,WINN DIXIE,RALEIGH/GREENSBORO,9.593545
1088,5735,0.1352293,2.5300779,FOOD LION,RALEIGH/GREENSBORO,37.95174
1089,694,0,3.0216141,PRICE CHOPPER,"ALBANY,NY",4.4834762
1090,3461,0,3.7997689,GIANT FOOD INC,BALTI/WASH,7.7577639
1091,6582,0.075000003,4.1195688,SAFEWAY,BALTI/WASH,22.095724
1092,776,0,3.878866,SUPER FRESH,BALTI/WASH,4.6279478
1093,1423,0,3.0442729,KOHLS FOOD STORE,MILWAUKEE,10.901431
1094,3024,0,2.8125,WINN DIXIE,NEW ORLEANS,9.8060312
1095,2522,0.039500002,3.254956,TOPS MARKETS,BUFFALO/ROCHESTER,7.677669
1096,2575,0.169,3.2590289,WEGMANS,BUFFALO/ROCHESTER,11.30525
1097,1587,0,2.386894,BI LO,CHARLOTTE,14.516969
1098,1853,0,2.459795,HARRIS TEETER,CHARLOTTE,6.5284538
1099,2748,0.06027396,2.3340609,WINN DIXIE,CHARLOTTE,7.3190484
1100,4407,0.025187336,2.426367,FOOD LION,CHARLOTTE,35.426792
1101,1204,0,3.358804,STOP & SHOP,HARTFORD,2.7585869
1102,1947,0.093999997,2.495121,PUBLIX,"JACKSONVILLE,FL",18.592342
1103,3227,0,2.435389,WINN DIXIE,"JACKSONVILLE,FL",12.059878
1104,1390,0.21266666,2.5280581,FOOD LION,"JACKSONVILLE,FL",11.157376
1105,2576,0.059,2.7022519,KROGER CO,LOUISVILLE,19.873861
1106,1671,0.22400001,2.6008379,WINN DIXIE,LOUISVILLE,10.447429
1107,7152,0.040607922,2.479167,FOOD LION,RICHMOND/NORFOLK,103.7767
1108,2009,0,2.6052761,NEW FARM FRESH,RICHMOND/NORFOLK,11.936497
1109,1337,0.059500001,3.4427819,BIG BEAR,"COLUMBUS,OH",10.644392
1110,2389,0,3.399749,KROGER CO,"COLUMBUS,OH",19.217861
1111,1593,0,2.92467,HARVEST FOODS,LITTLE ROCK,6.8759456
1112,1507,0.31799999,3.071002,DILLON COMPANIES,WICHITA,6.6335597
1113,7439,0.359,2.3867459,BI LO,SOUTH CAROLINA,50.045849
1114,3611,0.066031523,2.4699531,FOOD LION,SOUTH CAROLINA,58.616615
1115,3321,0,2.3863289,WINN DIXIE,SOUTH CAROLINA,11.515021
1116,5842,0.040061634,2.4575491,PUBLIX,"ORLANDO,FL",21.336645
1117,4629,0.21195737,2.5214951,WINN DIXIE,"ORLANDO,FL",20.685541
1118,1089,0.043000001,2.4967861,FOOD LION,"ORLANDO,FL",17.723413
1119,444,0.141,3.2905409,P & C FOOD MARKE,SYRACUSE,2.5978334
1120,482,0,2.7883821,PRICE CHOPPER,SYRACUSE,2.8858306
1121,810,0.41299999,3.4753089,WEGMANS,SYRACUSE,8.4504662
1122,7445,0.384,1.986702,SHOP N SAVE,NEW ENGLAND (NORTH),28.621002
1123,14422,0.139,3.216614,H E BUTT,SAN ANT/CORPUS CHR,95.75486
1124,9255,0.24374571,2.3209081,BRUNOS,BIRMINGHAM/MONTGOM,16.067093
1125,1407,0.491,2.624733,KROGER,BIRMINGHAM/MONTGOM,14.352634
1126,4756,0.013182639,2.3233809,WINN DIXIE,BIRMINGHAM/MONTGOM,13.107668
1127,1113,0.12,2.6522911,GIANT FOOD STO,HARRISBURG/SCRANTN,15.465714
1128,2673,0,4.3969321,A & P,NEW YORK (NEW),17.937342
1129,2707,0,4.3878832,PATHMARK,NEW YORK (NEW),30.268942
1130,1311,0,4.427918,WALDBAUMS,NEW YORK (NEW),34.990799
1131,2848,0.051776838,2.5382719,FOOD LION,ROANOKE (NEW),8.0295
1132,4361,0.025742158,2.4558589,KROGER CO,ROANOKE (NEW),15.491823
1133,10733,0.072999999,3.1105931,LUCKY,LOS ANGELES,11.880647
1134,11418,0.024076702,2.520056,RALPHS,LOS ANGELES,46.925468
1135,5170,0,3.6793039,VONS,LOS ANGELES,19.709309
1136,21729,0.43799999,2.386672,DOMINICK,CHICAGO,142.46841
1137,12673,0,3.231595,JEWEL,CHICAGO,58.072582
1138,25996,0.65100002,1.706686,OMNI,CHICAGO,127.55029
1139,7553,0,2.4857669,KROGER CO,HOUSTON,113.04215
1140,3220,0,3.628571,RANDALLS,HOUSTON,12.101282
1141,2680,0,2.3022389,GIANT EAGLE,PITTSBURGH,17.801105
1142,3355,0.024290515,3.2646799,FARMER JACKS,DETROIT,7.8591776
1143,4530,0,2.7258279,KROGER CO,DETROIT,16.230751
1144,4000,0.1839952,2.5097499,STOP N SHOP,CLEVELAND,10.965994
1145,2009,0.112,3.4071679,NATIONAL SUPER,ST. LOUIS,30.670996
1146,5482,0.034005463,3.1530459,SCHNUCK MARKETS,ST. LOUIS,10.744712
1147,3348,0,2.6532259,ALBERTSONS,DALLAS/FT. WORTH,27.866367
1148,2623,0,3.7296989,KROGER CO,DALLAS/FT. WORTH,9.5227985
1149,2241,0.083499998,3.3199461,TOM THUMB,DALLAS/FT. WORTH,18.460793
1150,1826,0.25027686,2.6544361,WINN DIXIE,DALLAS/FT. WORTH,7.3262839
1151,2598,0,2.450731,SHAWS,BOSTON,27.831091
1152,524,0,3.1240461,STAR MARKET,BOSTON,1.7939929
1153,7764,0,2,STOP & SHOP,BOSTON,330.2012
1154,5553,0.094666667,3.7093461,LUCKY,SAN FRANCISCO,26.392229
1155,4014,0,2.6180871,KASH N KARRY,TAMPA/ST. PETE,41.706642
1156,6735,0.007497298,2.486711,PUBLIX,TAMPA/ST. PETE,29.698799
1157,4990,0,2.581363,WINN DIXIE,TAMPA/ST. PETE,14.961148
1158,8202,0.028000001,2.6782489,KING SOOPERS INC,DENVER,37.148556
1159,32358,0.15700001,1.986649,ACME MARKET,PHILADELPHIA,167.82471
1160,3749,0.037809707,3.1779139,KROGER CO,ATLANTA,15.383338
1161,2539,0,2.70382,WINN DIXIE,ATLANTA,16.017424
1162,4257,0.33700001,3.01245,KROGER CO,CINCINNATI,34.120403
1163,3658,0.241,2.653362,KROGER CO,INDIANAPOLIS,133.52809
1164,2510,0.11728747,2.3952191,HOMELAND,OKLAHOMA CITY,50.699917
1165,1395,0.17299999,3.8530469,RALEYS,SACRAMENTO,5.7463155
1166,4619,0.21799999,3.219312,LUCKY,SAN DIEGO,21.96973
1167,4013,0.33000001,2.5200601,RALPHS,SAN DIEGO,14.339585
1168,1276,0.76200002,3.054075,SMITHS FOOD,SALT LAKE CITY,5.159791
1169,1036,0.442,3.585907,SAFEWAY,PHOENIX,8.5219698
1170,1614,0,3.5873611,FRY'S FOOD STORE,PHOENIX,7.6694694
1171,1012,0.41299999,2.520751,SMITHS FOOD,PHOENIX,4.7690039
1172,10289,0.003935456,2.391583,PUBLIX,MIAMI,26.678852
1173,8358,0,2.5201011,WINN DIXIE,MIAMI,35.394215
1174,4561,0.40000001,1.999781,KROGER CO,NASHVILLE,30.632051
1175,2798,0.041255418,2.4624729,WINN DIXIE,RALEIGH/GREENSBORO,34.45282
1176,5002,0.079003036,2.520592,FOOD LION,RALEIGH/GREENSBORO,21.890217
1177,1417,0,2.821454,PRICE CHOPPER,"ALBANY,NY",6.658112
1178,3596,0,3.784205,GIANT FOOD INC,BALTI/WASH,8.0611668
1179,4271,0.075000003,4.1198778,SAFEWAY,BALTI/WASH,56.650105
1180,878,0,3.9191339,SUPER FRESH,BALTI/WASH,4.9139018
1181,1764,0,3.0283451,KOHLS FOOD STORE,MILWAUKEE,13.870818
1182,2988,0,2.9333999,WINN DIXIE,NEW ORLEANS,13.998379
1183,19890,0.19750001,2.24002,TOPS MARKETS,BUFFALO/ROCHESTER,121.56596
1184,51112,0.41033334,1.720027,WEGMANS,BUFFALO/ROCHESTER,286.50757
1185,1573,0,2.3871579,BI LO,CHARLOTTE,9.3999424
1186,1757,0,2.4871941,HARRIS TEETER,CHARLOTTE,5.2878947
1187,2808,0.073367044,2.3329771,WINN DIXIE,CHARLOTTE,17.573313
1188,4015,0.013269231,2.4856789,FOOD LION,CHARLOTTE,12.702581
1189,12537,0,2,STOP & SHOP,HARTFORD,70.328033
1190,1916,0.043000001,2.525574,PUBLIX,"JACKSONVILLE,FL",31.932634
1191,2999,0,2.434145,WINN DIXIE,"JACKSONVILLE,FL",35.645775
1192,1446,0.15733333,2.5311201,FOOD LION,"JACKSONVILLE,FL",10.115407
1193,2231,0.10699125,2.7171669,KROGER CO,LOUISVILLE,14.975541
1194,1707,0.22400001,2.6004691,WINN DIXIE,LOUISVILLE,18.55187
1195,6452,0.056081455,2.467762,FOOD LION,RICHMOND/NORFOLK,36.54417
1196,2152,0,2.6078069,NEW FARM FRESH,RICHMOND/NORFOLK,16.164164
1197,2076,0,2.7076111,BIG BEAR,"COLUMBUS,OH",10.650139
1198,10323,0.094127849,2.21331,KROGER CO,"COLUMBUS,OH",16.170065
1199,1432,0,2.9273739,HARVEST FOODS,LITTLE ROCK,4.7613606
1200,1570,0.264,3.066242,DILLON COMPANIES,WICHITA,8.820878
1201,6182,0.359,2.386606,BI LO,SOUTH CAROLINA,32.055866
1202,3332,0,2.5081029,FOOD LION,SOUTH CAROLINA,9.5579872
1203,3205,0.234,2.386271,WINN DIXIE,SOUTH CAROLINA,6.9611053
1204,5799,0.004196104,2.4495599,PUBLIX,"ORLANDO,FL",36.09193
1205,4093,0.1471934,2.529196,WINN DIXIE,"ORLANDO,FL",23.354177
1206,1002,0.046269726,2.4800401,FOOD LION,"ORLANDO,FL",9.1126003
1207,469,0.324,3.3368869,P & C FOOD MARKE,SYRACUSE,2.7291987
1208,1221,0.227,2.637183,PRICE CHOPPER,SYRACUSE,8.3314638
1209,13211,0.53733331,1.7199301,WEGMANS,SYRACUSE,37.174126
1210,5105,0.58099997,2.048188,SHOP N SAVE,NEW ENGLAND (NORTH),12.085095
1211,14890,0.162,3.0114839,H E BUTT,SAN ANT/CORPUS CHR,115.78381
1212,8693,0.16217808,2.3478661,BRUNOS,BIRMINGHAM/MONTGOM,32.025806
1213,2083,0.043007299,2.0249641,KROGER,BIRMINGHAM/MONTGOM,20.117628
1214,4350,0.010039632,2.3393099,WINN DIXIE,BIRMINGHAM/MONTGOM,46.359035
1215,1065,0.12,2.6788731,GIANT FOOD STO,HARRISBURG/SCRANTN,12.038933
1216,3109,0,3.780637,A & P,NEW YORK (NEW),11.428122
1217,2223,0.024938697,4.386415,PATHMARK,NEW YORK (NEW),13.223811
1218,1411,0,4.4372792,WALDBAUMS,NEW YORK (NEW),6.0910473
1219,3115,0.037793428,2.4934189,FOOD LION,ROANOKE (NEW),27.261351
1220,5319,0.072817788,2.4750891,KROGER CO,ROANOKE (NEW),11.586485
1221,10227,0.041499998,3.129266,LUCKY,LOS ANGELES,27.663494
1222,6091,0.58399999,3.052865,RALPHS,LOS ANGELES,36.048012
1223,5661,0,3.6638401,VONS,LOS ANGELES,18.523212
1224,5009,0.148,3.2170091,DOMINICK,CHICAGO,36.681244
1225,26418,0.10899787,2.386668,JEWEL,CHICAGO,38.46524
1226,3070,0,2.445277,OMNI,CHICAGO,39.337143
1227,7923,0,2.475199,KROGER CO,HOUSTON,53.544731
1228,3161,0,3.6355579,RANDALLS,HOUSTON,45.163883
1229,2525,0,2.257426,GIANT EAGLE,PITTSBURGH,5.9661932
1230,2791,0,3.2970259,FARMER JACKS,DETROIT,54.076454
1231,4370,0,2.7311211,KROGER CO,DETROIT,26.792345
1232,3379,0.060488459,2.576798,STOP N SHOP,CLEVELAND,26.365543
1233,9362,0.86500001,2.700171,NATIONAL SUPER,ST. LOUIS,48.345097
1234,8639,0.018118396,2.653316,SCHNUCK MARKETS,ST. LOUIS,75.79277
1235,3683,0,2.653543,ALBERTSONS,DALLAS/FT. WORTH,26.318754
1236,1979,0,3.7311771,KROGER CO,DALLAS/FT. WORTH,17.931309
1237,2373,0,3.319005,TOM THUMB,DALLAS/FT. WORTH,22.963793
1238,2043,0.075035006,2.653451,WINN DIXIE,DALLAS/FT. WORTH,6.2840905
1239,2700,0,2.4455559,SHAWS,BOSTON,12.442356
1240,548,0,3.1204381,STAR MARKET,BOSTON,7.5067768
1241,1626,0,2.5682659,STOP & SHOP,BOSTON,17.139956
1242,9882,0.22333333,2.825845,LUCKY,SAN FRANCISCO,70.320488
1243,3966,0,2.6142211,KASH N KARRY,TAMPA/ST. PETE,75.789337
1244,5493,0.020497244,2.6076829,PUBLIX,TAMPA/ST. PETE,21.499786
1245,5134,0.014601139,2.5372031,WINN DIXIE,TAMPA/ST. PETE,24.967003
1246,4260,0.0275,3.4767611,KING SOOPERS INC,DENVER,21.257034
1247,2559,0.067000002,3.7026179,ACME MARKET,PHILADELPHIA,97.892311
1248,4040,0.038414415,3.1500001,KROGER CO,ATLANTA,25.476215
1249,2637,0,2.691695,WINN DIXIE,ATLANTA,26.960924
1250,4067,0.33700001,3.0081141,KROGER CO,CINCINNATI,43.63863
1251,3402,0.23800001,2.6528511,KROGER CO,INDIANAPOLIS,14.267484
1252,1934,0.041912939,2.5217171,HOMELAND,OKLAHOMA CITY,37.723072
1253,1114,0.17299999,3.852783,RALEYS,SACRAMENTO,9.3142805
1254,4135,0.2,3.2633619,LUCKY,SAN DIEGO,21.472242
1255,2164,0.64999998,3.0536039,RALPHS,SAN DIEGO,13.161388
1256,1165,0.43799999,2.6386271,SMITHS FOOD,SALT LAKE CITY,2.0976717
1257,1878,0.36300001,2.653887,SAFEWAY,PHOENIX,16.678377
1258,1801,0,3.587451,FRY'S FOOD STORE,PHOENIX,13.314198
1259,1935,0.235,3.186563,SMITHS FOOD,PHOENIX,7.5081263
1260,10279,0.012280237,2.3946879,PUBLIX,MIAMI,52.826485
1261,8542,0,2.5024581,WINN DIXIE,MIAMI,41.186668
1262,4412,0.46599999,2.0475969,KROGER CO,NASHVILLE,23.062725
1263,2692,0.06008165,2.4465079,WINN DIXIE,RALEIGH/GREENSBORO,27.321669
1264,4972,0.087870419,2.54827,FOOD LION,RALEIGH/GREENSBORO,43.25806
1265,608,0,3.0296049,PRICE CHOPPER,"ALBANY,NY",3.1193428
1266,3556,0,3.79162,GIANT FOOD INC,BALTI/WASH,12.865327
1267,3575,0.075000003,4.1199999,SAFEWAY,BALTI/WASH,24.387945
1268,830,0,3.8361449,SUPER FRESH,BALTI/WASH,164.98019
1269,3592,0.054000001,3.0219929,KOHLS FOOD STORE,MILWAUKEE,24.173107
1270,2693,0,2.965837,WINN DIXIE,NEW ORLEANS,17.099184
1271,2246,0.1285,3.240427,TOPS MARKETS,BUFFALO/ROCHESTER,9.7511129
1272,7697,0.24066667,2.6533711,WEGMANS,BUFFALO/ROCHESTER,67.136826
1273,1587,0.177,2.3875239,BI LO,CHARLOTTE,9.0741568
1274,1457,0,2.47083,HARRIS TEETER,CHARLOTTE,14.127631
1275,2601,0.398,2.3329489,WINN DIXIE,CHARLOTTE,8.5623617
1276,3967,0.004414186,2.441896,FOOD LION,CHARLOTTE,14.017716
1277,1167,0,3.3581829,STOP & SHOP,HARTFORD,7.5858827
1278,1970,0.043000001,2.503046,PUBLIX,"JACKSONVILLE,FL",9.0296431
1279,2930,0,2.4474399,WINN DIXIE,"JACKSONVILLE,FL",16.548025
1280,1201,0.13044618,2.461282,FOOD LION,"JACKSONVILLE,FL",6.1495805
1281,1910,0.10640226,2.6910989,KROGER CO,LOUISVILLE,6.8333859
1282,2161,0.37099999,2.570106,WINN DIXIE,LOUISVILLE,10.741697
